user_id	user_id
122	1732
123	35
123	72
123	290
123	454
123	1154
123	1379
123	1704
123	1718
124	8
124	20
124	26
124	62
124	100
124	121
124	132
124	206
124	226
124	229
124	243
124	256
124	277
124	294
124	324
124	333
124	347
124	376
124	439
124	447
124	488
124	638
124	644
124	676
124	715
124	779
124	796
124	830
124	877
124	929
124	938
124	940
124	1071
124	1093
124	1100
124	1136
124	1139
124	1158
124	1194
124	1241
124	1249
124	1267
124	1278
124	1307
124	1309
124	1345
124	1352
124	1354
124	1373
124	1456
124	1732
124	1792
125	1578
125	1641
125	1777
126	147
126	346
126	819
126	866
126	1627
126	1630
126	1715
127	537
127	1057
127	1280
128	117
128	635
128	1057
129	32
129	35
129	166
129	237
129	242
129	246
129	363
129	382
129	383
129	404
129	405
129	430
129	462
129	484
129	510
129	531
129	588
129	605
129	639
129	707
129	735
129	896
129	912
129	986
129	1005
129	1013
129	1035
129	1057
129	1076
129	1087
129	1092
129	1097
129	1183
129	1195
129	1206
129	1216
129	1265
129	1306
129	1330
129	1331
129	1382
129	1414
129	1524
129	1619
129	1632
129	1652
129	1707
129	1739
129	1766
130	12
130	13
130	38
130	110
130	131
130	144
130	180
130	233
130	253
130	276
130	283
130	319
130	326
130	345
130	347
130	386
130	395
130	405
130	408
130	549
130	562
130	605
130	614
130	661
130	669
130	670
130	721
130	722
130	750
130	753
130	761
130	802
130	814
130	826
130	831
130	840
130	877
130	954
130	956
130	961
130	978
130	1001
130	1011
130	1021
130	1060
130	1089
130	1092
130	1093
130	1095
130	1097
130	1114
130	1116
130	1244
130	1298
130	1371
130	1400
130	1519
130	1607
130	1609
130	1638
130	1652
130	1698
130	1721
130	1724
130	1761
130	1784
131	73
131	118
131	130
131	133
131	193
131	208
131	213
131	233
131	276
131	288
131	318
131	339
131	361
131	435
131	448
131	494
131	606
131	612
131	644
131	649
131	672
131	802
131	977
131	1090
131	1111
131	1130
131	1174
131	1298
131	1519
131	1696
132	8
132	124
132	137
132	148
132	200
132	209
132	217
132	256
132	277
132	324
132	370
132	374
132	452
132	488
132	528
132	540
132	549
132	604
132	646
132	674
132	750
132	877
132	967
132	970
132	1000
132	1226
132	1230
132	1249
132	1307
132	1329
132	1351
132	1403
132	1436
132	1513
132	1578
132	1627
132	1645
132	1680
132	1734
132	1771
133	9
133	41
133	52
133	119
133	120
133	121
133	122
133	131
133	145
133	162
133	203
133	204
133	213
133	276
133	347
133	368
133	376
133	431
133	461
133	481
133	596
133	646
133	665
133	720
133	721
133	778
133	875
133	908
133	918
133	994
133	1111
133	1174
133	1226
133	1249
133	1256
133	1264
133	1272
133	1278
133	1348
133	1453
133	1456
133	1484
133	1497
133	1617
133	1630
133	1645
133	1750
133	1751
133	1771
134	209
134	340
134	488
134	509
134	558
134	589
134	634
134	724
134	996
134	1100
134	1449
134	1777
135	746
136	3
136	325
136	326
136	333
136	769
136	792
136	1195
136	1434
136	1578
136	1606
136	1755
137	20
137	132
137	209
137	213
137	256
137	304
137	333
137	370
137	372
137	374
137	376
137	461
137	468
137	488
137	519
137	522
137	612
137	623
137	638
137	649
137	651
137	754
137	779
137	827
137	850
137	865
137	1002
137	1010
137	1037
137	1048
137	1049
137	1110
137	1185
137	1230
137	1249
137	1260
137	1277
137	1351
137	1417
137	1428
137	1558
137	1609
137	1627
137	1700
137	1755
137	1771
137	1780
138	343
139	81
139	295
139	402
139	829
139	955
139	1047
139	1049
139	1130
139	1264
139	1328
139	1386
139	1391
139	1509
139	1532
140	47
140	72
140	1127
141	402
141	914
141	1742
142	72
142	1097
143	1198
144	46
144	77
144	103
144	130
144	283
144	303
144	400
144	438
144	490
144	618
144	632
144	657
144	669
144	731
144	732
144	775
144	803
144	835
144	1026
144	1108
144	1114
144	1209
144	1402
144	1440
144	1466
144	1616
144	1623
144	1796
145	41
145	121
145	133
145	229
145	243
145	278
145	300
145	379
145	423
145	452
145	474
145	509
145	558
145	593
145	613
145	764
145	850
145	969
145	1030
145	1154
145	1158
145	1230
145	1260
145	1267
145	1272
145	1318
145	1384
145	1386
145	1456
145	1550
145	1567
145	1617
145	1690
145	1691
146	292
146	390
146	519
146	562
146	706
146	750
146	761
146	967
146	1091
147	35
147	126
147	463
147	649
147	949
147	1114
147	1606
147	1718
147	1766
147	1771
148	118
148	121
148	132
148	277
148	280
148	281
148	291
148	345
148	347
148	367
148	368
148	374
148	439
148	507
148	509
148	532
148	583
148	584
148	613
148	665
148	676
148	713
148	734
148	754
148	764
148	779
148	877
148	883
148	925
148	954
148	991
148	1000
148	1003
148	1029
148	1039
148	1040
148	1049
148	1090
148	1100
148	1179
148	1196
148	1249
148	1269
148	1278
148	1307
148	1345
148	1351
148	1379
148	1381
148	1384
148	1406
148	1429
148	1445
148	1468
148	1550
148	1552
148	1555
148	1612
148	1627
148	1684
148	1777
149	158
149	883
149	1007
150	1646
150	1685
151	1703
152	63
152	1012
152	1548
153	18
153	74
153	202
153	313
153	459
153	757
153	976
153	1219
153	1296
153	1371
153	1652
154	670
155	38
155	178
155	241
155	271
155	692
155	750
155	1053
155	1298
155	1336
155	1470
155	1784
155	1799
156	266
156	982
156	997
156	1110
156	1227
157	286
157	1458
158	149
158	522
158	669
158	877
158	1007
158	1138
158	1370
159	1057
160	191
160	307
160	337
160	338
160	530
160	550
160	649
160	650
160	722
160	785
160	1114
160	1440
160	1473
160	1616
161	1092
162	38
162	44
162	53
162	118
162	133
162	193
162	204
162	208
162	215
162	231
162	233
162	270
162	276
162	355
162	356
162	361
162	372
162	374
162	390
162	420
162	429
162	435
162	443
162	452
162	461
162	465
162	472
162	475
162	478
162	482
162	494
162	509
162	527
162	540
162	572
162	596
162	602
162	606
162	607
162	624
162	651
162	660
162	665
162	672
162	690
162	706
162	721
162	754
162	755
162	761
162	802
162	819
162	829
162	877
162	898
162	977
162	994
162	1007
162	1049
162	1130
162	1136
162	1144
162	1164
162	1174
162	1183
162	1239
162	1251
162	1255
162	1256
162	1270
162	1279
162	1282
162	1298
162	1346
162	1354
162	1419
162	1502
162	1506
162	1509
162	1517
162	1518
162	1519
162	1527
162	1559
162	1566
162	1579
162	1593
162	1609
162	1627
162	1719
162	1734
162	1750
162	1765
162	1770
163	965
163	1709
164	184
164	232
164	247
164	980
164	1446
164	1653
165	1266
165	1494
166	129
166	190
166	334
166	398
166	448
166	467
166	513
166	676
166	691
166	761
166	986
166	1019
166	1070
166	1162
166	1257
166	1294
166	1408
166	1432
166	1524
166	1564
166	1646
167	1114
168	1522
168	1676
169	939
169	1241
169	1318
170	106
170	323
170	531
170	569
170	608
170	1057
170	1678
170	1728
171	463
172	44
172	72
173	90
173	189
173	448
173	478
173	840
173	1060
173	1306
173	1487
173	1609
174	38
174	54
174	582
174	844
174	952
174	992
174	1089
174	1379
174	1432
174	1457
174	1486
174	1505
174	1520
174	1548
174	1709
175	573
176	45
176	265
176	266
176	283
176	350
176	354
176	416
176	421
176	670
176	674
176	798
176	896
176	1010
176	1074
176	1101
176	1109
176	1163
176	1298
176	1350
176	1402
176	1461
176	1466
176	1471
176	1473
176	1528
176	1539
176	1544
176	1570
176	1578
176	1657
177	303
177	382
177	676
177	912
177	989
177	1056
177	1057
178	18
178	52
178	89
178	92
178	155
178	181
178	238
178	266
178	275
178	307
178	342
178	365
178	402
178	468
178	664
178	668
178	719
178	764
178	814
178	829
178	895
178	936
178	947
178	982
178	989
178	1034
178	1047
178	1114
178	1171
178	1187
178	1225
178	1253
178	1272
178	1274
178	1278
178	1279
178	1286
178	1317
178	1338
178	1371
178	1379
178	1439
178	1448
178	1499
178	1541
178	1556
178	1627
178	1646
178	1683
178	1688
178	1711
178	1755
178	1777
178	1778
178	1792
179	775
179	1286
179	1400
179	1413
180	130
180	346
180	352
180	681
181	46
181	52
181	76
181	92
181	178
181	327
181	346
181	1091
181	1162
181	1234
181	1352
181	1702
181	1755
182	53
182	520
182	625
182	779
182	794
182	834
182	1279
182	1649
182	1776
183	746
183	1315
184	164
184	232
184	247
184	980
184	1653
185	101
185	388
185	535
185	688
185	758
185	1092
185	1510
185	1603
186	17
186	243
186	304
186	313
186	319
186	333
186	356
186	368
186	369
186	379
186	468
186	509
186	510
186	596
186	597
186	613
186	644
186	665
186	754
186	755
186	764
186	792
186	826
186	829
186	850
186	877
186	940
186	959
186	967
186	1116
186	1125
186	1174
186	1238
186	1260
186	1354
186	1386
186	1417
186	1448
186	1456
186	1559
186	1592
186	1627
186	1690
186	1704
187	46
187	386
187	627
187	893
188	209
188	324
188	488
188	519
188	938
189	27
189	57
189	90
189	113
189	173
189	274
189	334
189	424
189	442
189	448
189	467
189	478
189	483
189	513
189	515
189	677
189	761
189	840
189	878
189	1018
189	1019
189	1025
189	1060
189	1162
189	1306
189	1423
189	1483
189	1524
189	1547
189	1581
189	1609
190	1
190	27
190	90
190	113
190	166
190	195
190	274
190	334
190	352
190	395
190	426
190	448
190	467
190	478
190	513
190	575
190	579
190	587
190	674
190	677
190	753
190	761
190	968
190	1018
190	1019
190	1025
190	1060
190	1070
190	1097
190	1115
190	1162
190	1206
190	1293
190	1306
190	1401
190	1423
190	1437
190	1524
190	1581
190	1609
190	1787
191	22
191	65
191	102
191	160
191	194
191	275
191	338
191	378
191	408
191	534
191	554
191	579
191	661
191	708
191	735
191	736
191	803
191	859
191	880
191	915
191	946
191	1004
191	1024
191	1074
191	1103
191	1153
191	1178
191	1288
191	1370
191	1398
191	1400
191	1512
191	1599
191	1691
191	1701
191	1717
191	1793
192	277
192	665
192	1024
192	1328
192	1355
192	1709
192	1778
193	41
193	43
193	73
193	121
193	131
193	162
193	231
193	233
193	339
193	376
193	448
193	465
193	472
193	475
193	494
193	562
193	829
193	847
193	889
193	898
193	948
193	1040
193	1060
193	1090
193	1162
193	1307
193	1345
193	1409
193	1440
193	1496
193	1597
193	1609
193	1750
194	191
194	307
194	485
194	784
194	1001
194	1163
194	1176
194	1226
194	1400
194	1439
194	1616
194	1643
194	1646
195	113
195	190
195	639
195	1018
195	1020
195	1115
196	117
196	629
196	661
196	1074
196	1430
197	27
197	352
197	467
197	677
197	1423
197	1581
198	922
198	989
198	1039
199	1752
200	132
200	226
200	450
200	970
200	1023
200	1093
200	1136
200	1267
200	1752
200	1771
200	1777
201	246
201	608
201	735
201	879
201	1005
201	1057
201	1656
201	1728
201	1739
202	74
202	77
202	153
202	351
202	520
202	794
202	1279
202	1718
203	41
203	52
203	120
203	122
203	133
203	209
203	229
203	288
203	374
203	451
203	495
203	507
203	562
203	720
203	778
203	864
203	940
203	1249
203	1298
203	1453
203	1484
203	1527
203	1627
203	1690
203	1732
203	1777
203	1792
204	41
204	121
204	133
204	162
204	208
204	209
204	250
204	276
204	318
204	319
204	347
204	361
204	370
204	429
204	431
204	435
204	472
204	478
204	494
204	525
204	644
204	649
204	661
204	665
204	739
204	773
204	875
204	877
204	892
204	898
204	908
204	918
204	941
204	977
204	992
204	1002
204	1010
204	1023
204	1090
204	1091
204	1249
204	1289
204	1391
204	1502
204	1509
204	1518
204	1579
204	1630
204	1674
204	1679
204	1732
204	1770
205	2
205	645
206	26
206	100
206	105
206	124
206	209
206	345
206	347
206	374
206	558
206	646
206	735
206	754
206	789
206	813
206	826
206	867
206	902
206	967
206	1000
206	1154
206	1226
206	1627
206	1730
207	8
207	343
207	665
207	711
207	827
207	908
207	1000
207	1002
207	1249
207	1287
207	1546
207	1616
207	1771
208	20
208	41
208	48
208	53
208	131
208	162
208	204
208	209
208	213
208	215
208	231
208	284
208	313
208	347
208	447
208	482
208	572
208	649
208	721
208	802
208	864
208	892
208	898
208	1093
208	1111
208	1174
208	1181
208	1230
208	1260
208	1403
208	1409
208	1429
208	1516
208	1527
208	1550
208	1559
208	1684
208	1735
209	4
209	41
209	73
209	100
209	118
209	132
209	134
209	137
209	188
209	203
209	204
209	206
209	208
209	213
209	226
209	276
209	292
209	294
209	298
209	319
209	340
209	347
209	355
209	361
209	370
209	372
209	374
209	402
209	429
209	431
209	435
209	451
209	488
209	500
209	509
209	549
209	562
209	564
209	612
209	634
209	665
209	690
209	720
209	721
209	724
209	735
209	754
209	755
209	760
209	771
209	801
209	840
209	878
209	902
209	908
209	973
209	994
209	1100
209	1130
209	1135
209	1136
209	1139
209	1226
209	1256
209	1268
209	1277
209	1289
209	1298
209	1309
209	1354
209	1420
209	1436
209	1478
209	1492
209	1513
209	1527
209	1574
209	1583
209	1609
209	1627
209	1630
209	1645
209	1680
209	1750
209	1793
210	52
210	110
210	250
210	281
210	356
210	364
210	368
210	465
210	472
210	613
210	624
210	1090
210	1174
210	1211
210	1375
210	1429
210	1732
210	1734
211	726
211	1024
212	98
212	338
213	9
213	21
213	41
213	109
213	118
213	119
213	131
213	133
213	137
213	208
213	209
213	221
213	276
213	305
213	312
213	317
213	318
213	319
213	361
213	368
213	429
213	478
213	482
213	500
213	549
213	562
213	564
213	572
213	596
213	644
213	649
213	665
213	674
213	693
213	720
213	721
213	750
213	755
213	771
213	779
213	801
213	802
213	813
213	892
213	898
213	902
213	908
213	954
213	977
213	1091
213	1111
