user_id	item_id
25	2082
25	2079
25	5612
25	6850
25	3662
25	3661
25	3253
25	3255
25	4517
25	1254
25	4746
26	7091
26	868
26	3964
26	3963
26	498
26	494
26	5250
26	5249
26	1726
26	1722
26	4819
26	4823
26	1063
26	5110
26	5114
26	1347
26	5378
26	1581
26	1438
26	1825
26	2620
26	5208
26	3529
26	4441
26	939
26	5935
26	2089
26	4816
26	6850
26	3664
26	3661
26	544
27	4963
27	5782
27	5785
27	5780
27	6230
27	6667
27	6663
27	370
27	3965
27	491
27	5249
27	2357
27	2082
27	2603
27	6389
27	87
27	2851
27	1253
27	1007
27	6077
27	6413
27	4577
27	6955
27	2648
27	4578
27	4582
27	4580
27	4584
27	4583
27	4571
27	6953
27	6618
28	6667
28	7090
28	367
28	366
28	370
28	162
28	159
28	868
28	866
28	4198
28	4199
28	739
28	3972
28	3965
28	498
28	494
28	1839
28	4664
28	5808
28	5807
28	1080
28	1082
28	948
28	2083
28	1300
28	2364
28	3885
28	897
28	5822
28	87
28	4928
28	1185
29	5785
29	365
29	4625
29	4632
29	500
29	4664
29	2600
29	2344
29	813
29	4744
29	4751
29	1004
29	1187
29	4316
29	5248
29	5251
29	824
29	827
29	829
29	5256
29	831
29	830
29	4020
29	4021
29	4022
29	4023
29	4024
29	4025
30	5788
30	5780
30	6669
30	6667
30	3842
30	159
30	866
30	861
30	3972
30	3967
30	3966
30	3965
30	3963
30	120
30	121
30	1964
30	4664
30	2233
30	1080
30	2353
30	1300
30	88
30	4544
30	897
30	1253
30	4316
30	3763
30	3765
31	5355
31	862
31	4205
31	498
31	1347
31	2233
31	5209
31	1690
31	4441
31	4436
31	948
31	944
31	6243
31	2079
31	5613
31	3661
31	3766
31	6661
31	3891
31	3885
31	426
31	4746
31	2483
31	6676
31	6681
31	6680
31	1186
31	75
31	4473
31	2763
31	858
31	3356
32	368
32	3965
32	500
32	1838
32	3311
32	1517
32	1300
32	810
32	4974
32	87
32	1187
32	5251
32	324
32	2611
32	2610
32	2606
32	2605
32	2607
32	815
32	6246
32	821
32	6248
32	6252
33	5785
33	6228
33	7090
33	7091
33	156
33	4624
33	4628
33	868
33	4199
33	3965
33	3964
33	3963
33	5250
33	1717
33	4819
33	4825
33	1347
33	5384
33	5378
33	5651
33	5811
33	5211
33	4438
33	4435
33	939
33	2353
33	2083
33	5325
33	2344
33	6850
33	3657
33	213
33	3258
33	1254
34	3776
34	4179
34	7095
34	4390
34	4388
34	1259
34	4008
34	4004
34	4006
34	3998
34	3999
34	2881
34	3111
34	3293
34	2885
34	6550
35	4961
35	4965
35	4958
35	4584
35	7417
35	7322
35	3645
35	1354
35	7418
35	7189
35	7414
35	7415
35	934
35	935
35	936
35	937
35	930
35	931
35	932
35	933
35	938
35	4688
35	4687
35	1194
35	1195
36	3255
36	4388
36	790
36	786
36	4253
36	4248
36	5008
36	1259
36	1260
36	3999
36	2881
36	4941
36	4938
36	5710
36	1437
36	1823
36	1439
37	6228
37	7091
37	367
37	159
37	4624
37	4629
37	868
37	867
37	4202
37	3971
37	3967
37	3964
37	3963
37	5250
37	5249
37	1726
37	4821
37	1839
37	1830
37	5815
37	3527
37	2353
37	2082
37	2089
37	3657
37	4749
37	4746
37	6685
37	2728
37	1185
37	5514
38	5788
38	5785
38	5781
38	6227
38	6228
38	6669
38	7094
38	7095
38	7098
38	7090
38	7091
38	367
38	868
38	4203
38	3965
38	3963
38	498
38	491
38	16
38	4825
38	5115
38	5116
38	1345
38	1839
38	3536
38	4438
38	2603
38	2719
38	6389
38	4515
38	6069
38	1187
38	1188
38	5814
38	5922
39	6230
39	365
39	3842
39	868
39	741
39	3966
39	3965
39	494
39	4664
39	2228
39	5325
39	2608
39	2344
39	2345
39	6245
39	3255
39	3256
39	4544
39	4542
39	7272
39	5819
39	4637
39	790
39	786
39	1260
39	4744
39	3455
39	830
39	554
39	6248
39	3804
39	4796
40	7091
40	3840
40	5250
40	5249
40	1726
40	1723
40	1724
40	1722
40	4819
40	4821
40	4825
40	1067
40	5109
40	5114
40	1348
40	1347
40	5387
40	2620
40	5211
40	5612
40	4762
40	4816
40	3258
40	4269
40	547
40	545
40	542
40	3887
41	7091
41	5250
41	5249
41	1725
41	1726
41	1723
41	1722
41	1718
41	4819
41	4820
41	4821
41	4825
41	1070
41	5109
41	5114
41	5112
41	5115
41	1346
41	1347
41	5378
41	5387
41	4195
41	1434
41	2620
41	5209
41	5211
41	3536
41	4440
41	939
41	5611
41	4816
41	6850
41	3663
41	3662
42	4624
42	498
42	270
42	5250
42	5249
42	1726
42	1723
42	1724
42	1721
42	1717
42	1718
42	4819
42	4821
42	4823
42	1067
42	1068
42	1063
42	5114
42	1347
42	5378
42	1438
42	1825
42	2620
42	5209
42	5208
42	5211
42	5206
42	3536
42	939
42	5936
42	5931
42	5613
42	3664
42	3663
42	3662
43	5782
43	6230
43	7091
43	368
43	156
43	4626
43	3972
43	3965
43	498
43	3702
43	264
43	3441
43	5252
43	5250
43	5249
43	1722
43	1718
43	4819
43	5382
43	1830
43	3536
43	2353
43	2083
43	1524
43	6850
43	3258
43	7270
43	2948
43	5010
44	5357
44	7091
44	3838
44	3969
44	5250
44	5249
44	1718
44	4825
44	4817
44	1067
44	1065
44	1070
44	5113
44	4937
44	2620
44	3258
44	4515
44	794
44	4306
44	5818
44	1320
44	826
44	2327
44	2328
45	5785
45	5780
45	6228
45	370
45	3842
45	161
45	159
45	4203
45	3972
45	3971
45	3965
45	3964
45	3963
45	498
45	1617
45	5925
45	5808
45	5807
45	2353
45	2083
45	2599
45	3259
45	3255
45	3251
45	4542
45	7270
45	6389
45	4637
45	1253
45	4752
45	3455
45	6685
45	1185
45	4306
46	3842
46	159
46	4632
46	862
46	3967
46	6242
46	3255
46	3256
46	3510
46	3890
46	4390
46	790
46	786
46	598
46	4248
46	5008
46	5006
46	1259
46	1253
46	4489
46	821
46	3167
46	3999
46	2881
46	3293
46	7281
46	4941
47	5116
47	1581
47	1438
47	5209
47	4435
47	6243
47	3891
47	425
47	426
47	4115
47	665
47	671
47	6683
47	1792
47	7281
47	3654
47	3170
47	1335
47	216
47	1334
47	1332
47	1223
47	5888
48	5782
48	6230
48	7091
48	4628
48	5250
48	5249
48	1723
48	1724
48	1719
48	4819
48	4821
48	4825
48	1067
48	1063
48	1346
48	1345
48	1347
48	5387
48	4195
48	3802
48	5211
48	3536
48	946
48	939
48	5931
48	2085
48	2081
48	5618
49	5782
49	6230
49	6668
49	7090
49	5250
49	5249
49	1726
49	1723
49	1719
49	1717
49	1718
49	1067
49	1063
49	5109
49	5116
49	1347
49	5387
49	5657
49	1830
49	5208
49	5936
49	5931
49	2081
49	2089
49	3258
49	544
49	548
49	3889
49	4514
49	792
49	794
49	2728
49	5515
50	6228
50	367
50	868
50	3972
50	3965
50	3439
50	15
50	16
50	1345
50	5815
50	5807
50	3304
50	4307
50	2034
50	7183
51	6667
51	370
51	161
51	159
51	4203
51	3964
51	5651
51	5925
51	2228
51	2226
51	4436
51	2599
51	3665
51	3516
51	5822
51	528
51	3455
51	829
51	830
51	3415
51	3409
51	1332
51	1516
51	1514
52	7091
52	4203
52	494
52	5250
52	5249
52	1723
52	1722
52	4819
52	1347
52	5378
52	1839
52	1830
52	5925
52	5209
52	5211
52	1690
52	3529
52	3536
52	4441
52	4438
52	939
52	3662
52	3253
52	6661
52	2948
52	2482
52	6678
52	6676
52	6682
52	4473
53	6230
53	7091
53	5250
53	5249
53	1726
53	1723
53	1722
53	4819
53	4821
53	1063
53	5110
53	5114
53	1347
53	5378
53	3802
53	2620
53	5211
53	5936
53	3664
53	3663
53	3662
53	540
53	2948
53	6817
53	4517
53	1187
53	3688
53	4504
53	4314
53	4521
54	2792
54	6205
54	4964
54	5785
54	6230
54	6667
54	868
54	3965
54	500
54	491
54	1719
54	1839
54	5511
54	1435
54	3536
54	6239
54	2356
54	2359
54	1300
54	2603
54	3256
54	6951
54	3510
54	1187
54	4489
54	827
54	831
54	554
54	323
54	5205
54	3162
54	428
54	429
55	3596
55	3346
55	4202
55	744
55	1964
55	4664
55	2363
55	6391
55	4306
55	3524
55	4793
55	4129
55	4136
55	4135
55	686
55	685
55	245
55	4318
55	2857
55	683
55	680
55	681
55	4400
55	4399
55	6535
56	6228
56	3842
56	866
56	742
56	3965
56	3702
56	3437
56	4664
56	2227
56	2599
56	6548
56	813
56	6947
56	3511
56	4316
56	5251
56	4023
56	3688
56	2564
56	5834
56	3650
56	3649
56	3648
56	202
56	200
56	201
56	205
57	5786
57	5783
57	6227
57	6228
57	6669
57	6667
57	6699
57	7095
57	367
57	159
57	4624
57	4628
57	6644
57	868
57	867
57	3972
57	3971
57	3965
57	494
57	491
57	1067
57	1830
57	2083
57	4637
57	4748
57	3007
57	1184
57	932
57	5514
57	1969
57	4125
57	6831
58	5786
58	370
58	3842
58	4625
58	868
58	869
58	4199
58	742
58	3965
58	494
58	1778
58	5325
58	2344
58	3253
58	3255
58	3256
58	7272
58	4390
58	5819
58	5821
58	5822
58	4637
58	790
58	786
58	598
58	4248
58	1257
58	1253
58	4316
58	830
58	5710
58	5205
58	1320
58	4797
58	6871
59	6226
59	7094
59	367
59	368
59	3440
59	12
59	5253
59	1523
59	2602
59	3460
59	551
59	322
59	5814
59	2576
59	7183
59	1515
59	2024
59	2025
59	6167
59	6166
59	6168
59	6163
59	6162
59	6165
59	6164
59	6161
59	6160
59	2285
59	2286
59	2289
60	159
60	4205
60	1347
60	1834
60	1839
60	2623
60	5209
60	3527
60	3536
60	4436
60	4435
60	944
60	939
60	5613
60	3891
60	3885
60	426
60	5823
60	4515
60	3764
60	4473
60	1789
60	1546
60	2552
60	2553
60	2554
60	2555
60	2556
60	2548
61	5786
61	5780
61	6224
61	6231
61	6667
61	7099
61	50
61	49
61	3597
61	1135
61	2851
61	7200
61	7195
61	7196
61	7205
61	6077
61	6072
61	2215
61	2209
61	2208
61	6407
61	6610
61	4022
61	3114
61	2287
61	2810
61	2811
61	7041
61	7040
61	7177
61	7168
61	5072
61	7036
62	6228
62	6230
62	7091
62	492
62	270
62	5252
62	5253
62	5250
62	5249
62	1725
62	1723
62	1721
62	1722
62	1718
62	4819
62	4820
62	4821
62	4825
62	4817
62	1070
62	1068
62	5109
62	5107
62	5112
62	5115
62	5116
62	1346
62	1348
62	5387
62	5651
62	5208
62	5211
63	3600
63	367
63	863
63	744
63	3439
63	12
63	1345
63	5817
63	5807
63	1080
63	6709
63	2603
63	2608
63	6551
63	6548
63	1187
63	1767
63	5897
63	5901
63	5980
63	5899
63	5900
63	5895
63	2309
63	2308
63	2311
63	2310
64	3842
64	159
64	868
64	4203
64	3964
64	3963
64	494
64	3700
64	5808
64	2231
64	3536
64	944
64	2356
64	2359
64	2080
64	2344
64	3256
64	3251
64	6389
64	5819
64	5821
64	4637
64	6685
64	1185
64	4489
64	320
64	64
64	1322
64	4797
64	2577
64	6872
64	2808
64	2041
65	4632
65	3256
65	4388
65	790
65	786
65	4251
65	4253
65	598
65	530
65	5009
65	1260
65	1013
65	4489
65	824
65	4019
65	553
65	3167
65	4938
65	2619
65	4011
65	3355
65	1770
66	5782
66	5781
66	6230
66	6668
66	7091
66	368
66	268
66	270
66	3441
66	5253
66	5249
66	1725
66	1726
66	1723
66	1724
66	1721
66	1722
66	1719
66	1717
66	1718
66	4819
66	4821
66	4824
66	4825
66	1067
66	5109
66	5115
66	5116
66	1347
66	5382
66	3802
66	5208
66	5211
66	4439
66	5936
67	4179
67	4963
67	4964
67	5786
67	6231
67	7092
67	51
67	366
67	368
67	3963
67	1080
67	2083
67	1300
67	2364
67	3512
67	897
67	80
67	3459
67	7194
67	7196
67	7205
67	6077
67	6610
67	4928
67	7189
67	7139
67	2776
67	3537
67	3547
67	3117
67	4324
68	368
68	3840
68	4630
68	5110
68	2620
68	2352
68	4762
68	4816
68	4268
68	3887
68	1254
68	827
68	2703
68	3350
68	5433
68	5434
68	5432
68	5441
68	1884
68	1883
68	1885
68	2597
68	1886
68	1888
68	6984
69	5782
69	6230
69	7091
69	368
69	3840
69	4205
69	498
69	5250
69	5249
69	1723
69	1722
69	1717
69	1718
69	4819
69	4821
69	4825
69	5116
69	1347
69	5378
69	4195
69	1839
69	1830
69	1968
69	5209
69	5211
69	3536
69	4441
69	939
69	2085
69	2089
69	5612
69	5617
69	4816
69	6850
69	3661
70	7091
70	5652
70	1837
70	1840
70	118
70	121
70	2556
70	2870
70	5184
70	6016
70	6017
70	6011
70	2429
70	2431
70	444
70	2427
70	2426
70	442
70	439
70	2433
70	2432
71	7090
71	366
71	4625
71	868
71	4203
71	744
71	3965
71	3963
71	498
71	5925
71	2233
71	2231
71	2089
71	5616
71	1295
71	3661
71	3657
71	1253
71	4749
71	4752
71	3455
71	5944
71	4754
71	5818
71	3416
71	3409
71	3411
71	5318
71	7043
71	7044
72	3598
72	367
72	158
72	4435
72	2603
72	2716
72	6389
72	6393
72	6662
72	4267
72	418
72	4389
72	4974
72	322
72	2365
72	219
72	7242
72	549
72	6170
72	6169
72	6179
72	573
72	3732
72	2300
73	7091
73	368
73	4626
73	3964
73	3703
73	268
73	270
73	5253
73	5250
73	5249
73	1726
73	1723
73	1721
73	1722
73	4823
73	4824
73	1066
73	1064
73	5114
73	5116
73	1346
73	1830
73	2620
73	5211
73	5207
73	939
73	5611
73	5617
73	3665
73	4268
73	540
73	2948
74	3766
74	6661
74	3891
74	423
74	425
74	426
74	418
74	4118
74	4115
74	4207
74	665
74	4393
74	3348
74	1792
74	216
74	1334
74	5888
74	6772
74	355
74	354
74	353
74	360
74	359
74	1608
74	1611
75	367
75	1968
75	1972
75	303
75	2232
75	1081
75	1084
75	2599
75	88
75	4306
75	5256
75	551
75	319
75	6987
75	4404
75	5425
75	5428
75	5429
75	5426
75	5427
75	5421
75	5422
75	1870
75	1869
76	3842
76	156
76	862
76	3972
76	2359
76	1521
76	3255
76	3256
76	2260
76	3512
76	6382
76	7272
76	4388
76	790
76	786
76	598
76	4248
76	1253
76	4746
76	6683
76	4489
76	4473
76	3688
76	4758
76	3167
76	7281
76	2619
76	5205
76	3759
76	3804
76	4797
76	3415
77	2792
77	365
77	868
77	3966
77	500
77	491
77	6239
77	2356
77	2359
77	1300
77	3516
77	3885
77	897
77	5819
77	4641
77	4640
77	598
77	4749
77	3455
77	6248
77	3670
77	3167
77	4795
77	4786
77	6832
77	3065
77	3064
77	6768
78	868
78	3963
78	1834
78	1839
78	1435
78	4436
78	6243
78	2358
78	2360
78	2359
78	3255
78	3256
78	6661
78	3892
78	3891
78	3884
78	420
78	421
78	423
78	424
78	425
78	4118
78	4115
78	4116
78	4207
78	671
78	4390
78	4389
78	1013
78	1792
78	1335
79	6230
79	3840
79	270
79	3441
79	5253
79	5250
79	5249
79	1723
79	1721
79	1722
79	4819
79	4820
79	4821
79	4824
79	1067
79	1063
79	5109
79	5116
79	1348
79	5382
79	5387
79	1825
79	1826
79	1434
79	5208
79	5211
79	3532
79	4440
79	5931
79	2081
79	4762
79	3662
80	367
80	370
80	866
80	861
80	4202
80	744
80	745
80	3969
80	2232
80	1081
80	1297
80	88
80	2368
80	6245
80	902
80	4642
80	4754
80	6535
80	5901
80	5900
80	1867
80	4589
80	2545
80	7276
81	7091
81	868
81	4203
81	4205
81	3964
81	5249
81	1726
81	4819
81	4821
81	1063
81	5110
81	1347
81	5655
81	1839
81	1830
81	4288
81	1438
81	5209
81	4438
81	4436
81	939
81	5931
81	3664
81	3661
81	211
81	3258
81	3253
81	6661
81	4511
81	2483
81	6680
81	4473
81	3356
82	160
82	868
82	3965
82	498
82	4173
82	5657
82	3803
82	2353
82	2089
82	7273
82	7272
82	3460
82	4022
82	3688
82	4800
82	2576
82	5846
82	5845
82	5842
82	1730
82	1731
82	1729
82	1734
82	1735
82	1732
82	1733
82	1736
82	5542
83	865
83	1080
83	3536
83	1300
83	810
83	902
83	4645
83	6610
83	830
83	3520
83	2610
83	2366
83	7322
83	7144
83	3162
83	2810
83	7033
83	4324
83	4648
83	3556
83	3504
83	5436
83	5266
83	5265
83	5264
83	5263
83	5262
83	5261
84	6230
84	7091
84	5250
84	5249
84	1725
84	1722
84	1719
84	4819
84	4820
84	4821
84	4825
84	1067
84	5115
84	3802
84	5209
84	5211
84	3536
84	5932
84	3663
84	4515
84	3161
84	2619
84	5205
84	1043
85	5780
85	6667
85	6664
85	7090
85	367
85	370
85	861
85	4199
85	744
85	739
85	3970
85	3965
85	1345
85	4664
85	5925
85	5817
85	5807
85	2232
85	1081
85	1080
85	2083
85	1300
85	2338
85	2364
85	901
85	902
85	4928
85	1187
85	4306
85	4486
85	7144
85	2305
85	2306
85	2313
85	5946
86	5782
86	6230
86	7091
86	368
86	270
86	5250
86	5249
86	1726
86	1723
86	1722
86	1717
86	1718
86	4819
86	4821
86	4825
86	1067
86	1070
86	1068
86	5110
86	5116
86	1347
86	5378
86	5387
86	2620
86	5211
86	4438
86	939
86	5931
86	5938
86	5611
86	5612
86	6850
87	5786
87	6230
87	6231
87	6663
87	7099
87	49
87	3597
87	870
87	869
87	741
87	3972
87	5250
87	5249
87	1722
87	1067
87	1069
87	1348
87	5387
87	2353
87	2089
87	1257
87	4746
87	3455
87	7204
87	3809
87	1050
87	3914
87	6167
87	351
87	759
88	367
88	868
88	861
88	4203
88	744
88	739
88	3967
88	4664
88	1972
88	2231
88	947
88	813
88	6391
88	6661
88	3891
88	426
88	4974
88	4251
88	1185
88	3524
88	2548
88	5974
88	2078
88	3732
88	5427
88	1871
88	1985
88	985
88	983
88	984
89	5357
89	5782
89	6228
89	6230
89	7090
89	7091
89	366
89	368
89	3840
89	3965
89	498
89	5250
89	5249
89	1723
89	1724
89	1722
89	1718
89	4819
89	4825
89	1063
89	5109
89	5113
89	5115
89	1347
89	5387
89	1830
89	2620
89	5211
89	5936
89	5931
89	2082
89	6850
89	3258
89	7270
89	7272
90	6228
90	6229
90	6669
90	6667
90	7095
90	7091
90	367
90	368
90	370
90	159
90	868
90	4202
90	744
90	3964
90	3963
90	494
90	491
90	1839
90	4664
90	1972
90	5925
90	1078
90	6239
90	2083
90	3259
90	3251
90	6389
90	1253
90	3007
90	3006
90	1188
90	4489
90	5517
91	6228
91	367
91	366
91	368
91	370
91	161
91	861
91	4199
91	741
91	3971
91	3965
91	3964
91	3963
91	16
91	1717
91	1345
91	5807
91	2353
91	2089
91	6548
91	6949
91	6946
91	897
91	5822
91	902
91	4642
91	4022
91	5514
91	64
91	1969
91	5818
91	6987
91	5315
92	4686
92	5785
92	4205
92	3972
92	3966
92	3965
92	500
92	494
92	5113
92	1839
92	1968
92	1690
92	4441
92	948
92	939
92	6243
92	2079
92	5613
92	3663
92	3661
92	3256
92	3766
92	6661
92	426
92	4207
92	3455
92	6678
92	6682
92	6680
92	4022
93	868
93	870
93	865
93	862
93	861
93	4200
93	4201
93	742
93	3965
93	498
93	12
93	2230
93	2353
93	5042
93	2604
93	6552
93	3518
93	7270
93	3455
93	3459
93	5518
93	6490
93	6987
93	2548
93	7041
93	7033
93	6519
93	5429
93	1988
93	1734
93	6631
93	2859
94	5788
94	6227
94	6228
94	6667
94	6699
94	7091
94	367
94	370
94	3838
94	4624
94	868
94	862
94	4203
94	3965
94	3964
94	491
94	1617
94	1839
94	3803
94	5815
94	3536
94	2089
94	1300
94	6946
94	80
94	1253
94	4750
94	4752
94	6077
94	6610
94	4489
94	4316
95	7091
95	4632
95	870
95	3963
95	498
95	494
95	5249
95	5113
95	1830
95	3800
95	5815
95	5209
95	939
95	6243
95	6239
95	3664
95	3661
95	211
95	3254
95	4248
95	4746
95	2475
95	6678
95	6676
95	6683
95	6682
95	830
95	2720
95	1544
95	3167
95	7281
95	4797
96	2603
96	6551
96	2716
96	2719
96	6385
96	6391
96	6390
96	6660
96	6662
96	2365
96	2566
96	7242
96	5980
96	5926
96	6169
96	2303
96	6505
96	2559
96	7339
96	6150
96	4351
96	4355
96	3474
96	3473
96	3476
96	3475
96	3478
97	1968
97	2621
97	2603
97	4752
97	1786
97	2327
97	3409
97	3481
97	43
97	3736
97	3735
97	4067
97	631
97	4074
97	4075
98	158
98	862
98	3972
98	494
98	3798
98	2621
98	2359
98	1297
98	3256
98	3512
98	3510
98	4390
98	4388
98	790
98	786
98	598
98	1259
98	1260
98	6683
98	1188
98	4494
98	7281
98	2618
98	3759
98	3804
98	1322
98	6827
99	366
99	368
99	156
99	4626
99	3965
99	494
99	266
99	5925
99	3512
99	6382
99	7272
99	4637
99	1254
